ward_name,month_num,predicted_burglaries,actual_burglaries
Bounds Green Ward,5,5.449656,4.0
Bounds Green Ward,6,5.449656,1.0
Bounds Green Ward,7,5.488407,2.0
Bounds Green Ward,8,5.6068788,4.0
Bounds Green Ward,9,5.63775,4.0
Bounds Green Ward,10,5.8148794,7.0
Bounds Green Ward,11,5.8762817,2.0
Bounds Green Ward,12,5.8491473,3.0
Bow East Ward,1,14.13288,16.0
Bow East Ward,2,13.333886,7.0
Bow East Ward,3,13.490862,10.0
Bow East Ward,4,13.079955,19.0
Bow East Ward,5,13.079955,21.0
Bow East Ward,6,13.079955,16.0
Bow East Ward,7,13.221009,18.0
Bow East Ward,8,13.245239,16.0
Bow East Ward,9,13.245239,7.0
Bow East Ward,10,13.573611,27.0
Bow East Ward,11,13.526252,15.0
Bow East Ward,12,13.499117,10.0
Bow West Ward,1,10.857394,11.0
Bow West Ward,2,10.269465,8.0
Bow West Ward,3,10.285972,11.0
Bow West Ward,4,10.280395,8.0
Bow West Ward,5,10.280395,6.0
Bow West Ward,6,10.280395,4.0
Bow West Ward,7,10.319145,8.0
Bow West Ward,8,10.350675,7.0
Bow West Ward,9,10.381546,7.0
Bow West Ward,10,10.349306,13.0
Bow West Ward,11,10.360731,7.0
Bow West Ward,12,10.333596,5.0
Bowes Ward,1,7.2107882,9.0
Bowes Ward,2,6.4157724,2.0
Bowes Ward,3,6.4157724,5.0
Bowes Ward,4,5.5298214,3.0
Bowes Ward,5,5.582961,4.0
Bowes Ward,6,5.582961,4.0
Bowes Ward,7,5.603562,3.0
Bowes Ward,8,5.7220335,4.0
Bowes Ward,9,5.752905,4.0
Bowes Ward,10,6.5722475,2.0
Bowes Ward,11,6.7066607,5.0
Bowes Ward,12,6.6795263,4.0
Bread Street Ward,1,1.9649789,2.0
Bread Street Ward,6,1.2662289,3.0
Bread Street Ward,7,1.322452,1.0
Bread Street Ward,9,1.4717946,1.0
Bread Street Ward,10,1.3588905,3.0
Bread Street Ward,12,1.284839,1.0
Brentford East Ward,1,6.0029945,5.0
Brentford East Ward,2,5.823268,6.0
Brentford East Ward,3,5.8397746,2.0
Brentford East Ward,4,5.8091044,10.0
Brentford East Ward,5,5.8091044,3.0
Brentford East Ward,6,5.8091044,13.0
Brentford East Ward,7,5.8410106,5.0
Brentford East Ward,8,5.9521832,9.0
Brentford East Ward,9,5.9521832,4.0
Brentford East Ward,10,5.8204236,1.0
Brentford East Ward,11,5.681077,3.0
Brentford East Ward,12,5.6539426,6.0
Brentford West Ward,1,6.05369,8.0
Brentford West Ward,2,5.782717,9.0
Brentford West Ward,3,5.799224,2.0
Brentford West Ward,4,5.5003433,3.0
Brentford West Ward,5,5.5003433,3.0
Brentford West Ward,6,5.5003433,1.0
Brentford West Ward,7,5.5565667,1.0
Brentford West Ward,8,5.6750383,2.0
Brentford West Ward,9,5.7059097,5.0
Brentford West Ward,10,5.7520747,8.0
Brentford West Ward,11,5.7007484,5.0
Brentford West Ward,12,5.70129,1.0
Bridge Ward,1,17.061386,4.0
Bridge Ward,2,13.796207,28.0
Bridge Ward,3,12.916201,18.0
Bridge Ward,4,11.5714445,4.0
Bridge Ward,5,11.773918,12.0
Bridge Ward,6,11.773918,8.0
Bridge Ward,7,12.122953,6.0
Bridge Ward,8,12.292347,12.0
Bridge Ward,9,12.323219,6.0
Bridge Ward,10,13.297604,4.0
Bridge Ward,11,14.182564,12.0
Bridge Ward,12,14.155429,6.0
Brimsdown Ward,1,11.21582,14.0
Brimsdown Ward,2,10.255717,11.0
Brimsdown Ward,3,10.272223,10.0
Brimsdown Ward,4,8.955218,8.0
Brimsdown Ward,5,8.955218,7.0
Brimsdown Ward,6,8.955218,9.0
Brimsdown Ward,7,9.002735,9.0
Brimsdown Ward,8,9.105034,8.0
Brimsdown Ward,9,9.135905,7.0
Brimsdown Ward,10,9.765271,12.0
Brimsdown Ward,11,10.066588,11.0
Brimsdown Ward,12,10.0394535,9.0
Brixton Acre Lane Ward,1,12.646211,12.0
Brixton Acre Lane Ward,2,12.093868,8.0
Brixton Acre Lane Ward,3,12.110374,11.0
Brixton Acre Lane Ward,4,12.0734005,8.0
Brixton Acre Lane Ward,5,12.0734005,10.0
Brixton Acre Lane Ward,6,12.0734005,11.0
Brixton Acre Lane Ward,7,12.145247,13.0
Brixton Acre Lane Ward,8,12.132782,12.0
Brixton Acre Lane Ward,9,12.132782,9.0
Brixton Acre Lane Ward,10,11.993026,12.0
Brixton Acre Lane Ward,11,11.851429,9.0
Brixton Acre Lane Ward,12,11.824294,6.0
Brixton North Ward,1,9.299365,7.0
Brixton North Ward,2,8.259447,7.0
Brixton North Ward,3,8.275953,13.0
Brixton North Ward,4,8.331515,10.0
Brixton North Ward,5,8.331515,6.0
Brixton North Ward,6,8.331515,15.0
Brixton North Ward,7,8.40038,8.0
Brixton North Ward,8,8.42461,16.0
Brixton North Ward,9,8.42461,9.0
Brixton North Ward,10,8.472038,10.0
Brixton North Ward,11,8.460497,9.0
Brixton North Ward,12,8.433362,6.0
Brixton Rush Common Ward,1,10.509651,4.0
Brixton Rush Common Ward,2,9.797141,7.0
Brixton Rush Common Ward,3,9.813647,3.0
Brixton Rush Common Ward,4,9.777633,5.0
Brixton Rush Common Ward,5,9.777633,8.0
Brixton Rush Common Ward,6,9.777633,10.0
Brixton Rush Common Ward,7,9.84948,3.0
Brixton Rush Common Ward,8,9.960652,5.0
Brixton Rush Common Ward,9,9.960652,9.0
Brixton Rush Common Ward,10,9.970879,2.0
Brixton Rush Common Ward,11,9.902771,5.0
Brixton Rush Common Ward,12,9.875636,3.0
Brixton Windrush Ward,1,9.751982,3.0
Brixton Windrush Ward,2,9.4816265,3.0
Brixton Windrush Ward,3,9.541906,5.0
Brixton Windrush Ward,4,9.678117,6.0
Brixton Windrush Ward,5,9.678117,6.0
Brixton Windrush Ward,6,9.678117,11.0
Brixton Windrush Ward,7,9.749964,6.0
Brixton Windrush Ward,8,9.774194,11.0
Brixton Windrush Ward,9,9.774194,10.0
Brixton Windrush Ward,10,9.674278,20.0
Brixton Windrush Ward,11,9.549763,11.0
Brixton Windrush Ward,12,9.522628,10.0
Broad Green Ward,1,11.200208,9.0
Broad Green Ward,2,10.408488,22.0
Broad Green Ward,3,10.424994,12.0
Broad Green Ward,4,9.978272,11.0
Broad Green Ward,5,9.978272,9.0
Broad Green Ward,6,9.978272,10.0
Broad Green Ward,7,10.01836,12.0
Broad Green Ward,8,10.026417,12.0
Broad Green Ward,9,10.026417,11.0
Broad Green Ward,10,10.374544,11.0
Broad Green Ward,11,10.370499,9.0
Broad Green Ward,12,10.343364,9.0
Broad Street Ward,8,1.4409233,1.0
Brockley Ward,1,11.669891,20.0
Brockley Ward,2,10.951252,8.0
Brockley Ward,3,10.967758,10.0
Brockley Ward,4,10.707028,12.0
Brockley Ward,5,10.707028,6.0
Brockley Ward,6,10.707028,12.0
Brockley Ward,7,10.778875,19.0
Brockley Ward,8,10.853353,12.0
Brockley Ward,9,10.884224,8.0
Brockley Ward,10,11.078845,7.0
Brockley Ward,11,11.039864,7.0
Brockley Ward,12,11.012729,11.0
Bromley Common & Holwood Ward,1,6.3366256,5.0
Bromley Common & Holwood Ward,2,5.547975,3.0
Bromley Common & Holwood Ward,3,5.497681,3.0
Bromley Common & Holwood Ward,4,4.1098256,3.0
Bromley Common & Holwood Ward,5,4.1098256,3.0
Bromley Common & Holwood Ward,6,4.1098256,8.0
Bromley Common & Holwood Ward,7,4.1372714,5.0
Bromley Common & Holwood Ward,8,4.255743,3.0
Bromley Common & Holwood Ward,9,4.2866144,2.0
Bromley Common & Holwood Ward,10,5.3913293,7.0
Bromley Common & Holwood Ward,11,5.610009,7.0
Bromley Common & Holwood Ward,12,5.582875,7.0
Bromley North Ward,1,7.6891418,12.0
Bromley North Ward,2,7.1733985,8.0
Bromley North Ward,3,7.189905,10.0
Bromley North Ward,4,7.10307,2.0
Bromley North Ward,5,7.10307,6.0
Bromley North Ward,6,7.10307,4.0
Bromley North Ward,7,7.1544633,4.0
Bromley North Ward,8,7.1786933,10.0
Bromley North Ward,9,7.1786933,6.0
Bromley North Ward,10,7.416193,5.0
Bromley North Ward,11,7.346148,6.0
Bromley North Ward,12,7.3190136,12.0
Bromley South Ward,1,7.5916214,12.0
Bromley South Ward,2,6.6049347,11.0
Bromley South Ward,3,6.6049347,3.0
Bromley South Ward,4,6.113395,13.0
Bromley South Ward,5,6.113395,4.0
Bromley South Ward,6,6.113395,2.0
Bromley South Ward,7,6.133996,6.0
Bromley South Ward,8,6.2451687,6.0
Bromley South Ward,9,6.2451687,7.0
Bromley South Ward,10,6.5950274,8.0
Bromley South Ward,11,6.6464725,10.0
Bromley South Ward,12,6.619338,6.0
Bromley Town Ward,1,7.6046643,5.0
Bromley Town Ward,2,6.666401,10.0
Bromley Town Ward,3,6.616106,9.0
Bromley Town Ward,4,5.189232,7.0
Bromley Town Ward,5,5.189232,10.0
Bromley Town Ward,6,5.189232,5.0
Bromley Town Ward,7,5.2288723,9.0
Bromley Town Ward,8,5.347344,7.0
Bromley Town Ward,9,5.3782153,8.0
Bromley Town Ward,10,6.4588523,11.0
Bromley Town Ward,11,6.645974,9.0
Bromley Town Ward,12,6.646516,16.0
Brompton & Hans Town Ward,1,11.13942,7.0
Brompton & Hans Town Ward,2,10.500362,13.0
Brompton & Hans Town Ward,3,10.516869,8.0
Brompton & Hans Town Ward,4,9.655613,14.0
Brompton & Hans Town Ward,5,9.655613,17.0
Brompton & Hans Town Ward,6,9.655613,5.0
Brompton & Hans Town Ward,7,9.711835,10.0
Brompton & Hans Town Ward,8,9.830306,5.0
Brompton & Hans Town Ward,9,9.861178,10.0
Brompton & Hans Town Ward,10,9.849662,16.0
Brompton & Hans Town Ward,11,9.757034,7.0
Brompton & Hans Town Ward,12,9.757576,11.0
Brondesbury Park Ward,1,9.096475,19.0
Brondesbury Park Ward,2,8.536169,14.0
Brondesbury Park Ward,3,8.536169,19.0
Brondesbury Park Ward,4,7.724471,5.0
Brondesbury Park Ward,5,7.724471,11.0
Brondesbury Park Ward,6,7.724471,5.0
Brondesbury Park Ward,7,7.7641115,5.0
Brondesbury Park Ward,8,7.882583,8.0
Brondesbury Park Ward,9,7.9134545,10.0
Brondesbury Park Ward,10,8.462256,9.0
Brondesbury Park Ward,11,8.60872,8.0
Brondesbury Park Ward,12,8.581585,14.0
Brook Green Ward,1,6.552109,6.0
Brook Green Ward,2,6.298245,2.0
Brook Green Ward,3,6.3147516,8.0
Brook Green Ward,4,5.9301147,8.0
Brook Green Ward,5,5.9301147,8.0
Brook Green Ward,6,5.9301147,1.0
Brook Green Ward,7,5.9810605,9.0
Brook Green Ward,8,6.099532,6.0
Brook Green Ward,9,6.1304035,5.0
Brook Green Ward,10,6.2517457,5.0
Brook Green Ward,11,6.241778,6.0
Brook Green Ward,12,6.2423196,8.0
Brownswood Ward,1,4.870315,5.0
Brownswood Ward,2,5.0528646,4.0
Brownswood Ward,3,5.069371,8.0
Brownswood Ward,4,5.1116023,7.0
Brownswood Ward,5,5.1116023,6.0
Brownswood Ward,6,5.1116023,4.0
Brownswood Ward,7,5.178173,4.0
Brownswood Ward,8,5.2526503,10.0
Brownswood Ward,9,5.2526503,9.0
Brownswood Ward,10,5.269781,5.0
Brownswood Ward,11,5.067354,3.0
Brownswood Ward,12,5.04022,2.0
Bruce Castle Ward,1,11.739749,22.0
Bruce Castle Ward,2,10.893611,7.0
Bruce Castle Ward,3,10.910117,9.0
Bruce Castle Ward,4,10.728335,8.0
Bruce Castle Ward,5,10.728335,6.0
Bruce Castle Ward,6,10.728335,6.0
Bruce Castle Ward,7,10.79534,6.0
Bruce Castle Ward,8,10.915469,4.0
Bruce Castle Ward,9,10.915469,13.0
Bruce Castle Ward,10,11.192077,7.0
Bruce Castle Ward,11,11.265623,14.0
Bruce Castle Ward,12,11.238488,8.0
Brunswick Park Ward,1,8.370935,10.0
Brunswick Park Ward,2,7.3316193,6.0
Brunswick Park Ward,3,7.2813253,11.0
Brunswick Park Ward,4,5.700305,4.0
Brunswick Park Ward,5,5.700305,6.0
Brunswick Park Ward,6,5.700305,10.0
Brunswick Park Ward,7,5.7399454,2.0
Brunswick Park Ward,8,5.858417,7.0
Brunswick Park Ward,9,5.8892884,1.0
Brunswick Park Ward,10,7.1272025,4.0
Brunswick Park Ward,11,7.3143244,6.0
Brunswick Park Ward,12,7.28719,7.0
Bullsmoor Ward,1,7.826714,6.0
Bullsmoor Ward,2,6.7770452,3.0
Bullsmoor Ward,3,6.7770452,3.0
Bullsmoor Ward,5,5.73001,4.0
Bullsmoor Ward,6,5.73001,7.0
Bullsmoor Ward,7,5.750611,5.0
Bullsmoor Ward,9,5.8837805,8.0
Bullsmoor Ward,10,6.546307,6.0
Bullsmoor Ward,11,6.9132614,4.0
Bullsmoor Ward,12,6.886127,2.0
Bunhill Ward,1,10.318164,13.0
Bunhill Ward,2,10.196812,13.0
Bunhill Ward,3,10.213318,18.0
Bunhill Ward,4,9.847746,14.0
Bunhill Ward,5,9.847746,21.0
Bunhill Ward,6,9.847746,9.0
Bunhill Ward,7,9.902122,15.0
Bunhill Ward,8,10.020595,11.0
Bunhill Ward,9,10.051465,19.0
Bunhill Ward,10,10.354495,8.0
Bunhill Ward,11,10.415898,11.0
Bunhill Ward,12,10.388763,13.0
Burnt Oak Ward,1,10.758628,6.0
Burnt Oak Ward,2,9.91744,16.0
Burnt Oak Ward,3,9.91744,16.0
Burnt Oak Ward,4,8.926904,20.0
Burnt Oak Ward,5,8.926904,7.0
Burnt Oak Ward,6,8.926904,4.0
Burnt Oak Ward,7,8.963115,9.0
Burnt Oak Ward,8,9.081589,9.0
Burnt Oak Ward,9,9.11246,14.0
Burnt Oak Ward,10,9.986714,11.0
Burnt Oak Ward,11,10.413869,19.0
Burnt Oak Ward,12,10.386734,10.0
Bush Hill Park Ward,1,7.4578633,10.0
Bush Hill Park Ward,2,6.8082576,8.0
Bush Hill Park Ward,3,6.7579627,13.0
Bush Hill Park Ward,4,5.4028096,9.0
Bush Hill Park Ward,5,5.4028096,5.0
Bush Hill Park Ward,6,5.4028096,2.0
Bush Hill Park Ward,7,5.4302554,7.0
Bush Hill Park Ward,8,5.548727,11.0
Bush Hill Park Ward,9,5.5795984,10.0
Bush Hill Park Ward,10,6.6505394,8.0
Bush Hill Park Ward,11,6.8376603,8.0
Bush Hill Park Ward,12,6.810526,9.0
Caledonian Ward,1,7.7639055,8.0
Caledonian Ward,2,7.0566754,6.0
Caledonian Ward,3,7.073182,5.0
Caledonian Ward,4,6.8082457,6.0
Caledonian Ward,5,6.8082457,4.0
Caledonian Ward,6,6.8082457,7.0
Caledonian Ward,7,6.840152,12.0
Caledonian Ward,8,6.9513245,8.0
Caledonian Ward,9,6.9513245,5.0
Caledonian Ward,10,7.2283287,4.0
Caledonian Ward,11,7.2203975,9.0
Caledonian Ward,12,7.193263,8.0
Camberwell Green Ward,1,10.915607,6.0
Camberwell Green Ward,2,10.117103,4.0
Camberwell Green Ward,3,10.133609,7.0
Camberwell Green Ward,4,10.070993,3.0
Camberwell Green Ward,5,10.070993,8.0
Camberwell Green Ward,6,10.070993,4.0
Camberwell Green Ward,7,10.125369,5.0
Camberwell Green Ward,8,10.236542,4.0
Camberwell Green Ward,9,10.236542,11.0
Camberwell Green Ward,10,10.340763,8.0
Camberwell Green Ward,11,10.2892275,4.0
Camberwell Green Ward,12,10.262093,12.0
Camden Square Ward,1,5.6615486,6.0
Camden Square Ward,2,5.42691,2.0
Camden Square Ward,3,5.4434166,9.0
Camden Square Ward,4,5.1616383,3.0
Camden Square Ward,5,5.1616383,1.0
Camden Square Ward,6,5.1616383,2.0
Camden Square Ward,9,5.3497324,6.0
Camden Square Ward,10,5.495069,7.0
Camden Square Ward,11,5.5385766,3.0
Camden Square Ward,12,5.511442,4.0
Camden Town Ward,1,9.438169,14.0
Camden Town Ward,2,9.129896,11.0
Camden Town Ward,3,9.146402,7.0
Camden Town Ward,4,9.333596,5.0
Camden Town Ward,5,9.333596,5.0
Camden Town Ward,6,9.333596,5.0
Camden Town Ward,7,9.387972,7.0
Camden Town Ward,8,9.375506,2.0
Camden Town Ward,9,9.375506,8.0
Camden Town Ward,10,9.285777,11.0
Camden Town Ward,11,9.12918,14.0
Camden Town Ward,12,9.102045,10.0
Campden Ward,1,7.854198,8.0
Campden Ward,2,7.2151384,6.0
Campden Ward,3,7.231645,10.0
Campden Ward,4,6.793531,6.0
Campden Ward,5,6.793531,6.0
Campden Ward,6,6.793531,8.0
Campden Ward,7,6.849755,8.0
Campden Ward,8,6.968226,7.0
Campden Ward,9,6.9990973,8.0
Campden Ward,10,6.919927,7.0
Campden Ward,11,6.8094044,7.0
Campden Ward,12,6.809946,6.0
Canary Wharf Ward,1,7.5993824,16.0
Canary Wharf Ward,2,7.3129034,5.0
Canary Wharf Ward,3,7.3129034,24.0
Canary Wharf Ward,4,6.2204685,15.0
Canary Wharf Ward,5,6.2204685,8.0
Canary Wharf Ward,6,6.2204685,12.0
Canary Wharf Ward,7,6.260109,7.0
Canary Wharf Ward,8,6.3785806,13.0
Canary Wharf Ward,9,6.409452,15.0
Canary Wharf Ward,10,7.324482,17.0
Canary Wharf Ward,11,7.4223166,21.0
Canary Wharf Ward,12,7.395182,13.0
Canbury Gardens Ward,1,4.1634398,4.0
Canbury Gardens Ward,3,3.57719,2.0
Canbury Gardens Ward,4,2.8280153,2.0
Canbury Gardens Ward,5,2.8280153,1.0
Canbury Gardens Ward,6,2.8280153,3.0
Canbury Gardens Ward,7,2.867655,1.0
Canbury Gardens Ward,8,2.986127,3.0
Canbury Gardens Ward,9,3.0169985,3.0
Canbury Gardens Ward,10,3.2751944,4.0
Canbury Gardens Ward,11,3.3547041,4.0
Canbury Gardens Ward,12,3.355246,3.0
Cann Hall Ward,1,6.898632,7.0
Cann Hall Ward,2,6.1645236,8.0
Cann Hall Ward,3,6.1810303,5.0
Cann Hall Ward,4,5.7587414,8.0
Cann Hall Ward,5,5.7587414,9.0
Cann Hall Ward,6,5.7587414,12.0
Cann Hall Ward,7,5.7906475,8.0
Cann Hall Ward,8,5.90182,8.0
Cann Hall Ward,9,5.9326916,8.0
Cann Hall Ward,10,6.3727612,4.0
Cann Hall Ward,12,6.388576,3.0
Canning Town North Ward,1,6.488991,11.0
Canning Town North Ward,2,5.5892377,2.0
Canning Town North Ward,3,5.5892377,6.0
Canning Town North Ward,4,5.094042,8.0
Canning Town North Ward,5,5.094042,3.0
Canning Town North Ward,6,5.094042,3.0
Canning Town North Ward,7,5.1146426,10.0
Canning Town North Ward,8,5.2258153,7.0
Canning Town North Ward,9,5.2258153,7.0
Canning Town North Ward,10,5.7406726,5.0
Canning Town North Ward,11,5.8473988,6.0
Canning Town North Ward,12,5.8202643,4.0
Canning Town South Ward,1,5.9201393,13.0
Canning Town South Ward,2,5.783446,7.0
Canning Town South Ward,3,5.7999525,9.0
Canning Town South Ward,4,5.9009233,7.0
Canning Town South Ward,5,5.9009233,6.0
Canning Town South Ward,6,5.9009233,3.0
Canning Town South Ward,7,5.9523168,5.0
Canning Town South Ward,8,5.976547,5.0
Canning Town South Ward,9,5.976547,6.0
Canning Town South Ward,11,5.901369,2.0
Canning Town South Ward,12,5.8742347,5.0
Cannon Hill Ward,1,5.3729873,1.0
Cannon Hill Ward,2,4.9999723,1.0
Cannon Hill Ward,3,4.9999723,2.0
Cannon Hill Ward,4,4.236239,2.0
Cannon Hill Ward,5,4.236239,2.0
Cannon Hill Ward,6,4.236239,2.0
Cannon Hill Ward,7,4.2758794,1.0
Cannon Hill Ward,8,4.394351,2.0
Cannon Hill Ward,9,4.4252224,2.0
Cannon Hill Ward,10,4.7372355,1.0
Cannon Hill Ward,11,4.7539167,3.0
Cannon Hill Ward,12,4.7267823,1.0
Canonbury Ward,1,7.6506753,15.0
Canonbury Ward,2,7.085136,10.0
Canonbury Ward,3,7.1016426,1.0
Canonbury Ward,4,6.9385886,3.0
Canonbury Ward,5,6.9385886,7.0
Canonbury Ward,6,6.9385886,6.0
Canonbury Ward,7,6.9704947,5.0
Canonbury Ward,8,7.0816674,6.0
Canonbury Ward,9,7.0816674,6.0
Canonbury Ward,10,7.42065,8.0
Canonbury Ward,11,7.382689,6.0
Canonbury Ward,12,7.3555546,9.0
Canons Ward,1,5.9108977,6.0
Canons Ward,2,5.4032116,7.0
Canons Ward,3,5.3529177,3.0
Canons Ward,4,4.0994825,3.0
Canons Ward,5,4.0994825,1.0
Canons Ward,6,4.0994825,1.0
Canons Ward,7,4.139123,4.0
Canons Ward,8,4.2575946,2.0
Canons Ward,9,4.288466,4.0
Canons Ward,10,5.2774954,5.0
Canons Ward,11,5.411926,4.0
Canons Ward,12,5.4124675,6.0
Carshalton Central Ward,1,5.253593,2.0
Carshalton Central Ward,3,5.0610795,4.0
Carshalton Central Ward,4,3.7144785,3.0
Carshalton Central Ward,5,3.7144785,4.0
Carshalton Central Ward,7,3.7541184,2.0
Carshalton Central Ward,8,3.8725903,1.0
Carshalton Central Ward,9,3.9034617,7.0
Carshalton Central Ward,10,4.84501,5.0
Carshalton Central Ward,11,5.032131,3.0
Carshalton Central Ward,12,5.032673,5.0
Carshalton South & Clockhouse Ward,1,4.852308,4.0
Carshalton South & Clockhouse Ward,3,4.381542,9.0
Carshalton South & Clockhouse Ward,4,3.2207189,6.0
Carshalton South & Clockhouse Ward,5,3.2207189,1.0
Carshalton South & Clockhouse Ward,6,3.2207189,4.0
Carshalton South & Clockhouse Ward,7,3.2603586,3.0
Carshalton South & Clockhouse Ward,8,3.378831,5.0
Carshalton South & Clockhouse Ward,9,3.4097013,4.0
Carshalton South & Clockhouse Ward,10,4.0021114,2.0
Carshalton South & Clockhouse Ward,11,4.1186466,3.0
Carshalton South & Clockhouse Ward,12,4.091512,6.0
Carterhatch Ward,1,8.489736,3.0
Carterhatch Ward,2,7.6166825,7.0
Carterhatch Ward,3,7.6166825,7.0
Carterhatch Ward,4,6.628745,1.0
Carterhatch Ward,5,6.628745,6.0
Carterhatch Ward,6,6.628745,2.0
Carterhatch Ward,7,6.649346,5.0
Carterhatch Ward,8,6.751644,8.0
Carterhatch Ward,9,6.7825155,12.0
Carterhatch Ward,10,7.370441,6.0
Carterhatch Ward,11,7.534367,10.0
Carterhatch Ward,12,7.5072327,7.0
Castle Baynard Ward,1,3.281487,4.0
Castle Baynard Ward,2,3.0376089,3.0
Castle Baynard Ward,4,2.737975,2.0
Castle Baynard Ward,5,2.737975,3.0
Castle Baynard Ward,6,2.7106502,3.0
Castle Baynard Ward,7,2.7668736,2.0
Castle Baynard Ward,8,2.8853452,1.0
Castle Baynard Ward,9,2.9162164,6.0
Castle Baynard Ward,10,2.7335875,3.0
Catford South Ward,1,8.704897,8.0
Catford South Ward,2,7.923567,9.0
Catford South Ward,3,7.9400725,11.0
Catford South Ward,4,7.45477,9.0
Catford South Ward,5,7.45477,9.0
Catford South Ward,6,7.45477,4.0
Catford South Ward,7,7.509132,5.0
Catford South Ward,8,7.627603,7.0
Catford South Ward,9,7.6584744,9.0
Catford South Ward,10,8.096632,6.0
Catford South Ward,11,8.215304,13.0
Catford South Ward,12,8.1881695,2.0
Cathall Ward,1,5.6462684,1.0
Cathall Ward,2,5.066007,2.0
Cathall Ward,3,5.082514,2.0
Cathall Ward,4,4.61431,4.0
Cathall Ward,5,4.61431,4.0
Cathall Ward,6,4.61431,3.0
Cathall Ward,7,4.646216,5.0
Cathall Ward,8,4.7646875,17.0
Cathall Ward,9,4.795559,12.0
Cathall Ward,10,5.1960073,6.0
Cathall Ward,11,5.270783,3.0
Cathall Ward,12,5.2436485,4.0
Cazenove Ward,1,6.4033284,7.0
Cazenove Ward,2,5.752236,7.0
Cazenove Ward,3,5.7687426,7.0
Cazenove Ward,4,5.134103,2.0
Cazenove Ward,5,5.134103,8.0
Cazenove Ward,6,5.134103,4.0
Cazenove Ward,7,5.166009,1.0
Cazenove Ward,8,5.2771816,8.0
Cazenove Ward,9,5.2771816,8.0
Cazenove Ward,10,5.819092,3.0
Cazenove Ward,11,5.887043,2.0
Cazenove Ward,12,5.8599086,5.0
Centenary Ward,1,6.9834294,9.0
Centenary Ward,2,6.166396,8.0
Centenary Ward,3,6.116102,4.0
Centenary Ward,4,4.6374216,7.0
Centenary Ward,5,4.6374216,1.0
Centenary Ward,7,4.677062,4.0
Centenary Ward,8,4.7955337,3.0
Centenary Ward,9,4.826405,1.0
Centenary Ward,10,5.9461265,9.0
Centenary Ward,11,6.151142,5.0
Centenary Ward,12,6.1240077,7.0
Central Greenford Ward,1,8.801395,6.0
Central Greenford Ward,2,8.258293,8.0
Central Greenford Ward,3,8.258293,2.0
Central Greenford Ward,4,7.3809476,7.0
Central Greenford Ward,6,7.3809476,4.0
Central Greenford Ward,7,7.4083934,2.0
Central Greenford Ward,8,7.526865,4.0
Central Greenford Ward,9,7.5577364,3.0
Central Greenford Ward,10,8.201998,6.0
Central Greenford Ward,11,8.319499,4.0
Central Greenford Ward,12,8.292364,10.0
Chadwell Heath Ward,1,6.8972473,2.0
Chadwell Heath Ward,2,6.13296,5.0
Chadwell Heath Ward,3,6.13296,3.0
Chadwell Heath Ward,4,5.0862217,1.0
Chadwell Heath Ward,5,5.0862217,6.0
Chadwell Heath Ward,6,5.0862217,3.0
Chadwell Heath Ward,7,5.1068225,9.0
Chadwell Heath Ward,8,5.201822,2.0
Chadwell Heath Ward,9,5.201822,2.0
Chadwell Heath Ward,10,5.8318295,5.0
Chadwell Heath Ward,11,5.8938284,2.0
Chadwell Heath Ward,12,5.866694,7.0
Chadwell Ward,1,7.728194,3.0
Chadwell Ward,2,7.2004323,2.0
Chadwell Ward,3,7.2004323,8.0
Chadwell Ward,4,5.8886547,4.0
Chadwell Ward,5,5.8886547,6.0
Chadwell Ward,6,5.8886547,4.0
Chadwell Ward,7,5.9161005,7.0
Chadwell Ward,8,6.034572,2.0
Chadwell Ward,9,6.0654435,6.0
Chadwell Ward,10,7.043451,6.0
Chadwell Ward,11,7.2144303,5.0
Chadwell Ward,12,7.187296,8.0
Champion Hill Ward,1,6.3800097,4.0
Champion Hill Ward,2,6.11848,4.0
Champion Hill Ward,3,6.134987,3.0
Champion Hill Ward,4,5.6869364,5.0
Champion Hill Ward,5,5.6869364,5.0
Champion Hill Ward,6,5.6869364,3.0
Champion Hill Ward,7,5.737882,4.0
Champion Hill Ward,8,5.8563538,4.0
Champion Hill Ward,9,5.887225,1.0
Champion Hill Ward,10,6.0643544,1.0
Champion Hill Ward,11,6.107862,7.0
Champion Hill Ward,12,6.0807276,5.0
Chapel End Ward,1,6.477928,8.0
Chapel End Ward,2,5.9183774,11.0
Chapel End Ward,3,5.934884,8.0
Chapel End Ward,4,5.3566046,7.0
Chapel End Ward,5,5.3566046,5.0
Chapel End Ward,6,5.3566046,6.0
Chapel End Ward,7,5.3885107,4.0
Chapel End Ward,8,5.5069823,5.0
Chapel End Ward,9,5.5378537,4.0
Chapel End Ward,10,6.0129027,4.0
Chapel End Ward,11,6.131575,6.0
Chapel End Ward,12,6.1044407,4.0
Charlton Hornfair Ward,1,5.499542,2.0
Charlton Hornfair Ward,2,4.9399276,1.0
Charlton Hornfair Ward,3,4.9399276,2.0
Charlton Hornfair Ward,4,4.2590938,1.0
Charlton Hornfair Ward,5,4.2590938,2.0
Charlton Hornfair Ward,6,4.2590938,3.0
Charlton Hornfair Ward,8,4.390867,4.0
Charlton Hornfair Ward,9,4.4217386,4.0
Charlton Hornfair Ward,10,4.8822193,3.0
Charlton Hornfair Ward,11,4.927608,3.0
Charlton Hornfair Ward,12,4.9004736,6.0
Charlton Village & Riverside Ward,1,6.5433483,13.0
Charlton Village & Riverside Ward,2,5.8264937,4.0
